Voltage(V),Current(A),Temperature(C),Previous SOC(%),SOC(%),InReq,wcount
7.51,1.09,96.59,49.5,49.5,1,8
7.64,4.67,96.74,49.5,49.5,1,8
7.63,0.12,96.74,49.5,49.36,1,8
7.52,1.04,96.59,49.36,49.36,1,8
7.66,0.09,96.45,49.36,49.36,1,8
7.55,0.87,96.59,49.36,49.22,1,8
7.45,2.48,96.3,49.22,49.22,1,8
7.46,4.56,96.3,49.22,49.22,1,8
7.66,0.1,96.59,49.22,49.22,1,8
7.46,1.32,96.45,49.22,49.07,1,8
7.64,0.12,96.59,49.07,49.07,1,8
7.48,1.26,96.45,49.07,49.07,1,8
7.52,1.03,96.3,49.07,49.07,1,8
7.46,1.64,96.3,49.07,48.93,1,8
7.5,4.83,96.74,48.93,48.93,1,8
6.65,1.34,96.74,48.93,48.93,1,8
7.46,1.2,96.88,48.93,48.79,1,8
7.51,0.12,96.45,48.79,48.79,1,8
7.45,1.1,96.59,48.79,48.79,1,8
7.64,0.13,96.74,48.79,48.79,1,8
7.46,1.3,96.45,48.79,48.65,1,8
7.01,0.23,96.59,48.65,48.65,1,8
7.44,1.34,97.03,48.65,48.65,1,8
6.99,1.23,96.74,48.65,48.51,1,8
7.17,0.57,96.74,48.51,48.51,1,8
7.49,1.12,96.74,48.51,48.51,1,8
7.45,1.35,97.03,48.51,48.51,1,8
7.65,0.1,96.88,48.51,48.36,1,8
7.48,1.19,96.74,48.36,48.36,1,8
7.45,5.33,97.03,48.36,48.36,1,8
7.61,1.1,96.88,48.36,47.94,1,8
7.47,1.85,96.88,47.94,47.94,1,8
7.64,0.09,96.88,47.94,47.94,1,8
7.48,1.1,97.03,47.94,47.94,1,8
7.45,1.88,97.03,47.94,47.79,1,8
6.68,1.27,96.88,47.79,47.79,1,8
7.49,0.09,97.32,47.79,47.79,1,8
6.71,1.28,96.88,47.79,47.65,1,8
7.45,1.34,96.88,47.65,47.65,1,8
7.45,1.34,97.03,47.65,47.65,1,8
7.48,1.29,97.03,47.65,47.51,1,8
6.81,1.25,97.03,47.51,47.51,1,8
7.54,0.86,97.03,47.51,47.51,1,8
7.44,6.76,97.17,47.51,47.37,1,8
7.65,0.12,97.17,47.37,47.37,1,8
7.64,4.26,97.03,47.37,47.37,1,8
7.55,0.89,96.74,47.37,47.23,1,8
7.43,1.41,97.03,47.23,47.23,1,8
7.17,1.37,97.03,47.23,47.08,1,8
7.66,0.07,97.17,47.08,47.08,1,8
7.5,1.1,96.88,47.08,47.08,1,8
7.46,1.36,97.03,47.08,47.08,1,8
7.48,0.99,96.88,47.08,46.94,1,8
7.46,1.34,97.03,46.94,46.94,1,8
7.65,0.1,97.03,46.94,46.94,1,8
7.66,0.08,97.03,46.94,46.51,1,8
7.48,4.27,97.03,46.51,46.51,1,8
7.65,2.44,97.03,46.51,46.51,1,8
7.65,0.09,97.17,46.51,46.37,1,8
7.51,1.12,97.17,46.37,46.37,1,8
7.64,0.09,97.03,46.37,46.37,1,8
6.83,0.08,96.88,46.37,46.23,1,8
7.47,1.37,97.03,46.23,46.23,1,8
7.44,1.36,97.17,46.23,46.23,1,8
7.44,1.27,97.17,46.23,46.09,1,8
7.47,1.17,97.17,46.09,46.09,1,8
7.65,0.11,97.03,46.09,46.09,1,8
7.64,0.08,97.17,46.09,45.94,1,8
7.15,1.31,96.74,45.94,45.94,1,8
7.44,1.36,96.88,45.94,45.94,1,8
7.5,1.14,97.03,45.94,45.94,1,8
7.45,1.3,96.88,45.94,45.8,1,8
7.49,0.85,96.88,45.8,45.8,1,8
7.65,3.46,97.17,45.8,45.8,1,8
7.48,1.31,97.46,45.8,45.8,1,8
7.24,0.53,96.74,45.8,45.66,1,8
7.44,1.35,96.88,45.66,45.66,1,8
7.45,1.09,97.32,45.66,45.66,1,8
7.31,1.29,97.17,45.66,45.52,1,8
7.49,1.09,97.32,45.52,45.52,1,8
7.48,6.57,97.17,45.52,45.52,1,8
7.63,0.13,97.46,45.52,45.38,1,8
7.45,3.43,97.17,45.38,45.38,1,8
6.94,0.13,97.32,45.38,45.38,1,8
7.66,0.86,97.17,45.38,45.23,1,8
7.65,0.1,97.17,45.23,45.23,1,8
7.51,2.44,97.32,45.23,45.23,1,8
7.51,1.04,97.17,45.23,45.09,1,8
7.46,4.55,97.17,45.09,45.09,1,8
7.65,0.13,97.32,45.09,45.09,1,8
7.04,0.12,97.17,45.09,44.95,1,8
7.45,1.25,97.46,44.95,44.95,1,8
7.52,0.89,97.46,44.95,44.95,1,8
7.45,1.31,97.32,44.95,44.95,1,8
7.26,0.14,97.46,44.95,44.81,1,8
7.42,1.23,97.17,44.81,44.81,1,8
7.59,1.31,97.17,44.81,44.81,1,8
7.65,0.14,97.32,44.81,44.66,1,8
7.47,1.48,97.46,44.66,44.52,1,8
7.65,0.12,97.46,44.52,44.52,1,8
7.62,0.15,97.46,44.52,44.38,1,8
7.61,2.35,97.61,44.38,44.38,1,8
7.39,1.39,97.46,44.38,44.38,1,8
7.65,0.1,97.32,44.38,44.24,1,8
7.44,1.35,97.61,44.24,44.24,1,8
7.64,0.18,97.61,44.24,44.24,1,8
7.6,0.52,97.75,44.24,44.1,1,8
7.45,1.33,97.46,44.1,43.95,1,8
7.44,1.39,97.75,43.95,43.95,1,8
7.49,1.03,97.46,43.95,43.81,1,8
7.54,0.88,97.32,43.81,43.81,1,8
7.64,3.28,97.75,43.81,43.81,1,8
7.47,0.99,97.75,43.81,43.67,1,8
7.44,1.38,97.61,43.67,43.67,1,8
7.44,1.39,97.61,43.67,43.67,1,8
7.43,1.39,97.75,43.67,43.53,1,8
7.65,0.11,97.75,43.53,43.53,1,8
7.32,0.16,97.75,43.53,43.53,1,8
7.64,0.12,98.04,43.53,43.38,1,8
7.44,1.39,97.9,43.38,43.38,1,8
7.65,4.06,97.75,43.38,43.38,1,8
7.44,1.19,97.61,43.38,43.24,1,8
7.44,1.14,97.61,43.24,43.1,1,8
7.61,0.42,97.61,43.1,43.1,1,8
7.53,5.63,97.46,43.1,42.39,1,8
6.95,0.96,97.32,42.39,42.39,1,8
7.45,1.35,97.46,42.39,42.39,1,8
7.43,1.37,97.17,42.39,42.25,1,8
7.6,0.61,97.32,42.25,42.25,1,8
7.39,1.44,97.32,42.25,42.1,1,8
7.47,3.68,97.17,42.1,42.1,1,8
7.63,0.12,97.32,42.1,42.1,1,8
7.63,0.14,97.46,42.1,41.96,1,8
6.95,1.42,97.46,41.96,41.96,1,8
7.5,1.05,97.61,41.96,41.82,1,8
7.63,0.13,97.17,41.82,41.54,1,8
7.44,1.39,97.32,41.54,41.54,1,8
7.62,0.14,97.32,41.54,41.54,1,8
7.44,1.34,97.46,41.54,41.39,1,8
7.45,1.35,97.46,41.39,41.39,1,8
7.45,1.39,97.46,41.39,41.39,1,8
7.44,1.41,97.46,41.39,41.25,1,8
7.22,0.2,97.61,41.25,41.25,1,8
7.45,1.07,97.32,41.25,41.25,1,8
7.63,1.1,97.46,41.25,41.11,1,8
7.44,1.37,97.17,41.11,41.11,1,8
7.47,5.79,97.46,41.11,41.11,1,8
7.5,0.11,97.32,41.11,40.97,1,8
7.63,1.64,97.32,40.97,40.97,1,8
7.62,0.14,97.17,40.97,40.97,1,8
7.46,1.17,97.03,40.97,40.82,1,8
7.51,0.86,97.17,40.82,40.82,1,8
7.13,0.09,97.03,40.82,40.82,1,8
7.4,0.23,97.17,40.82,40.68,1,8
7.64,2.26,97.17,40.68,40.68,1,8
7.45,4.67,96.74,40.68,40.68,1,8
7.44,1.38,96.74,40.68,40.68,1,8
7.62,0.16,96.88,40.68,40.54,1,8
7.34,1.34,96.88,40.54,40.54,1,8
7.63,0.13,97.03,40.54,40.54,1,8
7.45,1.35,96.88,40.54,40.4,1,8
7.64,3.41,96.88,40.4,40.4,1,8
7.46,1.41,96.74,40.4,40.4,1,8
7.63,0.12,96.74,40.4,40.25,1,8
7.65,0.08,96.88,40.25,40.25,1,8
7.51,2.22,96.74,40.25,40.25,1,8
7.64,2.41,96.16,40.25,40.11,1,8
7.46,1.31,96.45,40.11,39.97,1,8
7.44,1.37,96.59,39.97,39.97,1,8
7.37,0.1,96.59,39.97,39.83,1,8
7.65,0.07,96.45,39.83,39.83,1,8
7.47,1.37,96.3,39.83,39.83,1,8
7.63,0.09,96.45,39.83,39.83,1,8
7.64,0.61,96.3,39.83,39.69,1,8
7.04,5.85,96.3,39.69,39.69,1,8
7.43,1.37,96.3,39.69,39.69,1,8
7.27,3.77,96.16,39.69,39.54,1,8
7.64,0.14,96.16,39.54,39.4,1,8
6.73,1.14,96.16,39.4,39.4,1,8
7.63,0.1,96.45,39.4,39.4,1,8
7.45,1.33,96.16,39.4,39.26,1,8
7.51,2.47,96.16,39.26,39.26,1,8
7.47,2.04,96.3,39.26,39.26,1,8
7.17,1.02,96.16,39.26,39.26,1,8
7.64,0.16,96.45,39.26,38.83,1,8
7.64,0.1,96.16,38.83,38.83,1,8
7.24,0.1,96.16,38.83,38.83,1,8
7.63,0.19,96.16,38.83,38.69,1,8
7.45,5.33,95.87,38.69,38.69,1,8
7.5,1.05,96.01,38.69,38.69,1,8
7.11,0.11,96.01,38.69,38.55,1,8
7.64,0.1,96.16,38.55,38.55,1,8
7.46,2.81,96.16,38.55,38.55,1,8
7.45,6.27,96.01,38.55,38.41,1,8
7.49,1.14,96.16,38.41,38.41,1,8
7.44,1.34,96.16,38.41,38.26,1,8
7.51,0.99,96.01,38.26,38.26,1,8
7.56,0.12,96.16,38.26,38.26,1,8
7.51,0.94,96.16,38.26,38.12,1,8
7.45,1.28,96.01,38.12,38.12,1,8
7.61,1.99,96.3,38.12,37.98,1,8
7.42,1.85,96.01,37.98,37.84,1,8
7.47,2.77,96.01,37.84,37.84,1,8
7.47,1.08,96.01,37.84,37.69,1,8
7.5,1.15,95.87,37.69,37.69,1,8
7.43,1.34,95.72,37.69,37.69,1,8
7.03,0.12,95.72,37.69,37.55,1,8
7.29,0.13,95.58,37.55,37.55,1,8
7.63,0.09,95.87,37.55,37.41,1,8
7.13,1.17,95.87,37.41,37.27,1,8
7.18,0.12,95.72,37.27,37.27,1,8
7.65,1.51,95.87,37.27,37.27,1,8
7.47,3.48,95.72,37.27,37.13,1,8
7.65,1.4,95.87,37.13,37.13,1,8
7.63,0.1,95.72,37.13,37.13,1,8
7.46,4.26,95.58,37.13,36.84,1,8
7.52,0.94,95.72,36.84,36.7,1,8
7.64,4.88,95.72,36.7,36.7,1,8
7.04,0.11,95.58,36.7,36.7,1,8
7.44,1.39,95.43,36.7,36.41,1,8
7.62,0.12,95.43,36.41,36.41,1,8
7.01,1.08,95.43,36.41,36.41,1,8
6.96,0.11,95.29,36.41,36.27,1,8
7.62,0.47,95.14,36.27,36.27,1,8
7.64,0.1,95,36.27,36.13,1,8
7.64,0.12,95,36.13,35.99,1,8
7.63,2,95.29,35.99,35.99,1,8
7.47,1.19,95.14,35.99,35.99,1,8
7.56,1.32,95.14,35.99,35.56,1,8
7.63,0.1,95,35.56,35.56,1,8
6.81,1.39,95.29,35.56,35.56,1,8
7.57,0.59,95,35.56,35.28,1,8
7.43,1.35,95.14,35.28,35.13,1,8
7.43,1.38,94.85,35.13,35.13,1,8
7.44,1.32,94.71,35.13,34.85,1,8
7.43,1.01,94.71,34.85,34.85,1,8
7.6,0.63,95,34.85,34.56,1,8
7.53,0.7,95,34.56,34.28,1,8
7.43,1.26,95,34.28,33.85,1,8
7.43,1.35,95,33.85,33.85,1,8
7.63,0.1,94.85,33.85,33.57,1,8
7.43,7.9,94.56,33.57,33.28,1,8
7.43,1.35,94.85,33.28,33.14,1,8
7.38,1.02,94.85,33.14,33.14,1,8
7.62,6.14,94.85,33.14,33.14,1,8
7.42,1.31,94.85,33.14,32.72,1,8
7.42,1.3,94.71,32.72,32.72,1,8
7.38,1.33,94.71,32.72,32.57,1,8
7.42,1.23,94.85,32.57,32.57,1,8
7.46,1.23,95,32.57,32,1,8
7.42,0.99,94.42,32,32,1,8
7.46,4.37,94.71,32,31.86,1,8
7.27,1.34,94.71,31.86,31.86,1,8
7.42,1.34,94.85,31.86,31.86,1,8
7.42,1.01,94.85,31.86,31.72,1,8
7.46,1.12,94.42,31.72,31.72,1,8
7.42,1.28,94.56,31.72,31.58,1,8
6.8,1.1,94.56,31.58,31.58,1,8
7.47,0.81,94.71,31.58,31.44,1,8
7.42,1.3,94.42,31.44,31.29,1,8
7.58,0.24,94.27,31.29,31.15,1,8
6.92,1.19,94.42,31.15,30.72,1,8
7.41,1.39,94.56,30.72,30.72,1,8
7.43,1.26,94.71,30.72,30.58,1,8
7.43,1.28,94.56,30.58,30.58,1,8
7.16,1.3,94.13,30.58,30.44,1,8
7.52,0.75,94.27,30.44,29.87,1,8
7.47,0.97,94.42,29.87,29.87,1,8
7.41,2.37,94.56,29.87,29.73,1,8
7.59,0.28,94.42,29.73,29.59,1,8
7.06,1.44,94.42,29.59,29.44,1,8
7.47,2.78,94.13,29.44,29.44,1,8
7.6,0.23,94.42,29.44,29.3,1,8
7.6,0.25,93.98,29.3,29.3,1,8
7.41,1.55,94.13,29.3,29.02,1,8
7.59,0.2,93.98,29.02,28.88,1,8
7.6,0.25,94.13,28.88,28.73,1,8
7.58,0.41,93.98,28.73,28.73,1,8
7.5,0.53,93.98,28.73,28.59,1,8
7.59,0.28,93.84,28.59,28.59,1,8
7.43,2.26,93.98,28.59,28.45,1,8
7.43,1.18,93.84,28.45,28.16,1,8
7.61,0.1,93.98,28.16,27.88,1,8
7.3,4.51,93.98,27.88,27.88,1,8
7.62,0.1,93.69,27.88,27.74,1,8
7.46,1.12,93.84,27.74,27.45,1,8
7.45,1.14,93.69,27.45,27.31,1,8
7.62,0.09,93.98,27.31,26.74,1,8
7.6,0.08,93.84,26.74,26.6,1,8
7.42,1.34,93.84,26.6,26.17,1,8
7.61,0.16,93.69,26.17,26.17,1,8
7.43,1.39,93.55,26.17,26.03,1,8
7.62,0.11,93.4,26.03,26.03,1,8
7.61,0.12,93.55,26.03,26.03,1,8
7.42,1.38,93.4,26.03,25.89,1,8
7.25,1.3,93.4,25.89,25.89,1,8
6.83,1.37,93.26,25.89,25.75,1,8
7.59,0.48,93.4,25.75,25.75,1,8
7.41,1.04,93.26,25.75,25.32,1,8
7.43,0.39,93.4,25.32,25.32,1,8
7.6,0.1,93.26,25.32,25.32,1,8
6.92,1.32,93.26,25.32,25.18,1,8
7.08,1.23,93.11,25.18,25.03,1,8
7.46,1.07,93.26,25.03,25.03,1,8
7.62,0.11,93.26,25.03,24.89,1,8
7.42,1.39,92.97,24.89,24.89,1,8
7.61,0.13,93.26,24.89,24.89,1,8
7.61,0.09,92.82,24.89,24.75,1,8
7.61,0.11,93.4,24.75,24.75,1,8
7.43,1.32,92.97,24.75,24.75,1,8
7.46,3.04,92.97,24.75,24.75,1,8
7.48,2.71,92.97,24.75,24.61,1,8
7.46,2.95,92.68,24.61,24.47,1,8
7.42,1.34,92.97,24.47,24.47,1,8
7.5,0.88,92.97,24.47,24.32,1,8
7.41,1.4,92.68,24.32,24.32,1,8
7.45,7.46,92.68,24.32,24.32,1,8
7.43,1.36,92.82,24.32,24.18,1,8
7.41,6.54,92.53,24.18,24.18,1,8
7.62,0.11,92.53,24.18,24.18,1,8
7.44,1.22,92.39,24.18,24.18,1,8
7.6,0.1,92.82,24.18,23.47,1,8
7.53,0.08,92.39,23.47,23.47,1,8
7.62,5.09,92.68,23.47,23.47,1,8
7.41,1.08,92.53,23.47,23.33,1,8
7.61,0.15,92.53,23.33,23.33,1,8
7.61,0.61,92.53,23.33,23.33,1,8
6.7,1.21,92.1,23.33,23.18,1,8
7.62,1.3,92.53,23.18,23.18,1,8
7.45,1.04,92.24,23.18,23.18,1,8
7.5,0.88,92.1,23.18,23.18,1,8
7.46,1.19,92.24,23.18,23.04,1,8
7.62,0.1,92.1,23.04,23.04,1,8
7.62,0.09,92.24,23.04,23.04,1,8
7.61,0.08,92.1,23.04,23.04,1,8
7.59,4.96,91.95,23.04,22.76,1,8
7.48,1.05,92.1,22.76,22.76,1,8
7.61,0.1,92.1,22.76,22.76,1,8
7.56,0.83,92.39,22.76,22.76,1,8
7.6,0.12,91.95,22.76,22.62,1,8
7.4,1.32,92.1,22.62,22.62,1,8
7.42,1.32,91.95,22.62,22.62,1,8
7.61,0.12,91.95,22.62,22.47,1,8
7.41,1.15,91.95,22.47,22.47,1,8
7.42,1.34,91.95,22.47,22.47,1,8
6.93,1.21,91.95,22.47,22.47,1,8
7.44,1.05,91.81,22.47,22.33,1,8
6.87,1.08,91.81,22.33,22.33,1,8
7.48,0.97,91.52,22.33,22.33,1,8
7.42,1.26,91.52,22.33,21.62,1,8
6.75,1.38,91.52,21.62,21.62,1,8
7.62,4.21,91.66,21.62,21.62,1,8
7.49,0.86,91.66,21.62,21.62,1,8
7.47,0.98,91.52,21.62,21.48,1,8
7.07,0.18,91.52,21.48,21.48,1,8
7.61,0.12,91.52,21.48,21.48,1,8
7.6,0.09,91.52,21.48,21.34,1,8
7.5,0.93,91.52,21.34,21.34,1,8
7.42,1.39,91.66,21.34,21.34,1,8
7.44,1.14,91.66,21.34,20.62,1,8
7.39,1.35,91.37,20.62,20.62,1,8
7.42,4.47,91.66,20.62,20.62,1,8
7.4,1.39,91.81,20.62,20.48,1,8
7.61,0.09,91.37,20.48,20.48,1,8
7.42,1.3,91.66,20.48,20.48,1,8
7.43,1.03,91.81,20.48,20.34,1,8
7.46,1.05,91.66,20.34,20.34,1,8
7.43,1.25,91.81,20.34,20.34,1,8
7.6,0.1,91.52,20.34,20.34,1,8
7.41,3.49,91.52,20.34,20.06,1,8
7.42,1.32,91.81,20.06,20.06,1,8
7.31,1.36,91.66,20.06,19.91,1,8
7.41,1.33,91.81,19.91,19.91,1,8
7.46,5.34,91.52,19.91,19.91,1,8
6.64,1.21,91.37,19.91,19.91,1,8
7.44,1.14,91.37,19.91,19.77,1,8
7.41,4.57,91.66,19.77,19.77,1,8
7.57,0.12,91.52,19.77,19.77,1,8
7.6,0.12,91.37,19.77,19.63,1,8
7.61,1.26,91.52,19.63,19.63,1,8
7.6,0.1,91.66,19.63,19.63,1,8
7.61,0.12,91.37,19.63,19.63,1,8
7.61,3,91.52,19.63,18.06,1,8
7.62,0.11,91.52,18.06,18.06,1,8
6.85,0.12,91.81,18.06,17.92,1,8
7.49,0.96,91.66,17.92,17.78,1,8
7.59,0.95,91.52,17.78,17.78,1,8
7.47,0.98,91.81,17.78,17.78,1,8
7.41,0.92,91.52,17.78,17.78,1,8
7.5,1.04,91.66,17.78,17.64,1,8
7.42,1.6,91.52,17.64,17.64,1,8
7.62,0.07,91.37,17.64,17.64,1,8
7.61,3.4,91.37,17.64,17.49,1,8
7.48,1.49,91.52,17.49,17.49,1,8
7.59,0.17,91.52,17.49,17.49,1,8
7.61,0.1,91.81,17.49,17.35,1,8
7.61,0.11,91.52,17.35,17.35,1,8
7.61,0.13,91.66,17.35,17.35,1,8
7.61,0.11,91.52,17.35,17.35,1,8
7.41,3.04,91.52,17.35,17.07,1,8
6.83,1.37,91.52,17.07,17.07,1,8
7.4,3.86,91.52,17.07,17.07,1,8
7.39,3.66,91.23,17.07,16.93,1,8
7.48,0.89,91.37,16.93,16.93,1,8
7.4,1.08,91.23,16.93,16.93,1,8
7.45,1.04,91.37,16.93,16.78,1,8
7.2,3.33,91.08,16.78,16.78,1,8
7.45,0.97,91.23,16.78,16.07,1,8
7.42,1.3,91.23,16.07,16.07,1,8
7.23,1.19,91.08,16.07,16.07,1,8
7.45,1.05,91.37,16.07,15.93,1,8
7.46,0.99,91.08,15.93,15.79,1,8
7.44,3.35,91.08,15.79,15.79,1,8
7.16,1.3,91.08,15.79,15.79,1,8
7.43,0.82,91.08,15.79,15.65,1,8
7.4,1.56,91.37,15.65,15.65,1,8
7,1.25,91.23,15.65,15.65,1,8
7.43,1.23,91.23,15.65,15.5,1,8
7.58,0.54,91.37,15.5,15.5,1,8
7.42,1.34,91.52,15.5,15.5,1,8
7.41,1.26,91.23,15.5,15.36,1,8
7.49,0.87,91.37,15.36,15.36,1,8
7.42,1.27,91.23,15.36,15.36,1,8
7.6,1.82,91.37,15.36,15.22,1,8
7.41,1.05,91.23,15.22,15.22,1,8
6.62,1.33,91.37,15.22,15.22,1,8
7.6,0.2,91.23,15.22,15.22,1,8
7.47,0.96,91.23,15.22,15.08,1,8
7.59,0.14,91.08,15.08,15.08,1,8
7.45,1.01,91.37,15.08,15.08,1,8
7.46,1.06,91.08,15.08,15.08,1,8
7.6,0.13,91.37,15.08,14.93,1,8
6.88,0.96,91.37,14.93,14.93,1,8
7.6,3.38,91.23,14.93,14.79,1,8
7.61,0.09,91.08,14.79,14.79,1,8
7.13,1.4,91.23,14.79,14.79,1,8
7.06,0.12,91.08,14.79,14.08,1,8
6.91,0.19,91.37,14.08,14.08,1,8
7.58,0.27,91.08,14.08,13.94,1,8
7.46,1.02,91.23,13.94,13.94,1,8
7.48,1.06,91.08,13.94,13.94,1,8
7.43,0.12,91.37,13.94,13.8,1,8
7.43,1.39,91.08,13.8,13.65,1,8
7.44,1.08,91.08,13.65,13.65,1,8
7.47,0.98,91.37,13.65,13.51,1,8
7.33,1.24,91.08,13.51,13.51,1,8
6.93,0.11,90.94,13.51,13.51,1,8
7.36,1.18,91.23,13.51,13.37,1,8
7.58,0.18,91.08,13.37,13.37,1,8
7.4,3.33,90.94,13.37,13.37,1,8
7.47,0.97,91.08,13.37,13.23,1,8
7.46,1.14,91.08,13.23,13.23,1,8
7.47,1.03,91.37,13.23,13.23,1,8
7.41,1.31,91.23,13.23,13.09,1,8
7.61,0.12,91.23,13.09,12.94,1,8
7.4,1.4,91.23,12.94,12.8,1,8
7.6,0.09,91.37,12.8,12.8,1,8
7.45,1.14,91.08,12.8,12.66,1,8
7.45,1.09,91.37,12.66,12.66,1,8
6.69,0.12,91.37,12.66,12.66,1,8
7.43,1.05,91.23,12.66,12.52,1,8
7.41,4.58,91.08,12.52,12.52,1,8
7.43,1.16,91.23,12.52,12.37,1,8
7.39,1.32,91.08,12.37,12.37,1,8
7.43,3.22,91.37,12.37,12.37,1,8
7.41,1.4,91.37,12.37,12.37,1,8
7.43,1.21,91.23,12.37,12.23,1,8
7.59,0.18,91.23,12.23,12.23,1,8
7.38,0.96,91.08,12.23,12.09,1,8
7.43,1.05,91.23,12.09,11.95,1,8
6.89,1.35,91.37,11.95,11.95,1,8
7.6,0.11,91.23,11.95,11.95,1,8
7.49,0.88,91.52,11.95,11.8,1,8
6.69,1.37,91.23,11.8,11.8,1,8
7.55,6.38,91.37,11.8,11.8,1,8
7.52,1.26,91.23,11.8,11.66,1,8
7.37,0.99,91.37,11.66,11.66,1,8
7.4,6.71,91.23,11.66,11.66,1,8
7.45,1.13,91.37,11.66,11.52,1,8
7.4,5.43,91.37,11.52,11.52,1,8
7.45,1.07,91.23,11.52,11.52,1,8
7.59,0.09,91.37,11.52,11.38,1,8
7.6,0.12,91.37,11.38,11.38,1,8
7.4,0.12,91.52,11.38,11.38,1,8
7.59,0.13,91.37,11.38,11.24,1,8
7.59,0.11,91.52,11.24,11.24,1,8
7.59,0.1,91.23,11.24,11.24,1,8
7.47,0.88,91.66,11.24,11.09,1,8
7.6,0.72,91.37,11.09,11.09,1,8
7.6,0.12,91.52,11.09,11.09,1,8
7.45,0.85,91.08,11.09,10.95,1,8
7.42,1.3,91.37,10.95,10.81,1,8
7.44,4.55,91.23,10.81,10.81,1,8
7.57,0.16,91.66,10.81,10.81,1,8
7.41,1.17,91.37,10.81,10.67,1,8
7.58,0.13,91.08,10.67,10.67,1,8
7.4,1.34,91.23,10.67,10.67,1,8
7.44,1.22,91.08,10.67,10.52,1,8
7.43,1.12,91.08,10.52,10.52,1,8
7.41,1.86,90.79,10.52,10.52,1,8
7.3,3.48,91.08,10.52,10.52,1,8
7.59,0.07,91.08,10.52,10.38,1,8
7.59,0.14,91.23,10.38,10.38,1,8
7.61,4.6,91.37,10.38,10.38,1,8
6.97,1.19,91.23,10.38,9.67,1,8
7.6,0.1,91.23,9.67,9.53,1,8
7.38,1.32,91.23,9.53,9.53,1,8
7.41,5.7,91.23,9.53,9.39,1,8
6.88,1.31,90.94,9.39,9.39,1,8
7.59,2.82,91.37,9.39,9.39,1,8
7.4,1.13,90.94,9.39,9.39,1,8
7.44,1.14,91.08,9.39,9.24,1,8
7.58,0.14,91.23,9.24,9.24,1,8
7.59,0.1,90.94,9.24,9.24,1,8
7.39,1.35,90.79,9.24,9.1,1,8
7.59,0.09,91.08,9.1,9.1,1,8
7.39,1.17,90.79,9.1,9.1,1,8
7.59,0.11,90.94,9.1,9.1,1,8
7.25,1.3,90.94,9.1,8.96,1,8
7.58,0.1,91.08,8.96,8.96,1,8
7.5,0.12,90.94,8.96,8.96,1,8
7.59,1.9,90.79,8.96,8.82,1,8
7.58,0.21,90.94,8.82,8.82,1,8
7.41,1.1,91.08,8.82,8.82,1,8
7.28,0.1,90.94,8.82,8.82,1,8
7.6,0.93,91.08,8.82,8.68,1,8
7.59,0.12,91.23,8.68,8.68,1,8
7.59,0.69,91.08,8.68,8.68,1,8
7.38,1.37,91.08,8.68,7.82,1,8
7.44,0.11,91.08,7.82,7.82,1,8
7.44,0.84,91.08,7.82,7.82,1,8
7.41,2.65,91.23,7.82,7.82,1,8
7.58,0.11,91.08,7.82,7.68,1,8
7.6,0.31,91.23,7.68,7.68,1,8
7.43,1.13,91.23,7.68,7.68,1,8
7.38,1.77,91.08,7.68,7.68,1,8
7.59,0.1,91.23,7.68,7.25,1,8
7.44,1.19,90.94,7.25,7.25,1,8
7.34,1,91.08,7.25,7.25,1,8
7.6,0.1,91.08,7.25,7.11,1,8
7.39,1.39,91.08,7.11,7.11,1,8
7.38,1.13,91.23,7.11,7.11,1,8
7.37,1.37,91.23,7.11,6.97,1,8
7.4,1.05,91.08,6.97,6.97,1,8
7.59,0.08,91.08,6.97,6.97,1,8
7.59,0.12,91.08,6.97,6.83,1,8
7.4,1.37,91.08,6.83,6.83,1,8
7.39,6.36,91.08,6.83,6.83,1,8
7.59,0.1,91.23,6.83,6.68,1,8
7.38,4.44,91.37,6.68,6.54,1,8
7.58,0.09,91.23,6.54,6.54,1,8
7.6,3.77,91.23,6.54,6.4,1,8
7.58,0.58,91.08,6.4,6.26,1,8
7.05,1.37,91.23,6.26,6.26,1,8
7.4,1.37,91.23,6.26,6.26,1,8
7.44,1.08,91.23,6.26,6.11,1,8
7.38,1.33,91.08,6.11,6.11,1,8
7.44,1.06,91.23,6.11,6.11,1,8
7.49,0.11,90.94,6.11,6.11,1,8
7.57,2.99,91.23,6.11,5.97,1,8
7.42,1.11,91.37,5.97,5.97,1,8
7.58,0.12,91.37,5.97,5.97,1,8
7.56,0.11,90.94,5.97,5.97,1,8
7.59,6.17,91.08,5.97,5.83,1,8
7.38,3.2,91.23,5.83,5.83,1,8
7.38,1.31,91.23,5.83,5.83,1,8
7.45,0.89,90.94,5.83,5.69,1,8
7.41,0.16,91.08,5.69,5.69,1,8
7.42,1.14,90.94,5.69,5.69,1,8
7.05,0.13,91.08,5.69,5.69,1,8
7.57,0.1,90.79,5.69,5.55,1,8
7.57,0.12,90.94,5.55,5.55,1,8
7.58,0.11,90.94,5.55,5.55,1,8
7.34,1.55,90.65,5.55,5.55,1,8
7.58,0.1,90.79,5.55,4.98,1,8
7.41,1.19,90.79,4.98,4.98,1,8
7.37,1.32,91.08,4.98,4.98,1,8
7.57,2.56,91.08,4.98,4.83,1,8
7.42,0.1,91.23,4.83,4.83,1,8
7.4,1.25,90.79,4.83,4.83,1,8
7.56,0.09,90.79,4.83,4.83,1,8
7.37,1.29,90.94,4.83,4.69,1,8
7.56,0.09,90.79,4.69,4.69,1,8
